expense_id,employee_id,department,expense_type,expense_date,submit_date,amount,currency,vendor_name,invoice_number,project_code,approver,business_purpose,origin_city,dest_city,employee_name,trip_id
EXP-0332,E012,财务,meal,2026-09-12,2026-09-16,120,CNY,地方风味,INV-6332,P-G,A400,长沙餐饮,长沙,长沙,冯雪,TR-E012-01
EXP-0333,E012,财务,taxi,2026-09-12,2026-09-16,60,CNY,机场快线,INV-6333,P-G,A400,长沙市内交通,长沙,长沙,冯雪,TR-E012-01
EXP-0334,E012,财务,travel,2026-07-18,2026-07-21,1280,CNY,航空平台,INV-6334,P-H,A400,客户拜访-天津往返交通,上海,天津,冯雪,TR-E012-02
EXP-0335,E012,财务,hotel,2026-07-18,2026-07-20,680,CNY,如家精选,INV-6335,P-H,A400,天津住宿,天津,天津,冯雪,TR-E012-02
EXP-0336,E012,财务,meal,2026-07-18,2026-07-21,120,CNY,园区餐厅,INV-6336,P-H,A400,天津餐饮,天津,天津,冯雪,TR-E012-02
EXP-0337,E012,财务,taxi,2026-07-18,2026-07-21,35,CNY,网约车平台,INV-6337,P-H,A400,天津市内交通,天津,天津,冯雪,TR-E012-02
EXP-0338,E012,财务,hotel,2026-07-19,2026-07-20,680,CNY,锦江都城,INV-6338,P-H,A400,天津住宿,天津,天津,冯雪,TR-E012-02
EXP-0339,E012,财务,meal,2026-07-19,2026-07-20,120,CNY,地方风味,INV-6339,P-H,A400,天津餐饮,天津,天津,冯雪,TR-E012-02
EXP-0340,E012,财务,taxi,2026-07-19,2026-07-22,35,CNY,网约车平台,INV-6340,P-H,A400,天津市内交通,天津,天津,冯雪,TR-E012-02
EXP-0341,E012,财务,hotel,2026-07-20,2026-07-23,420,CNY,如家精选,INV-6341,P-H,A400,天津住宿,天津,天津,冯雪,TR-E012-02
EXP-0342,E012,财务,meal,2026-07-20,2026-07-22,96,CNY,园区餐厅,INV-6342,P-H,A400,天津餐饮,天津,天津,冯雪,TR-E012-02
EXP-0343,E012,财务,taxi,2026-07-20,2026-07-22,45,CNY,城市出行,INV-6343,P-H,A400,天津市内交通,天津,天津,冯雪,TR-E012-02
EXP-0344,E013,采购,travel,2026-07-18,2026-07-20,2100,CNY,航空平台,INV-6344,P-D,A200,供应商洽谈-长沙往返交通,武汉,长沙,何军,TR-E013-01
EXP-0345,E013,采购,hotel,2026-07-18,2026-07-20,600,CNY,星海酒店,INV-6345,P-D,A200,长沙住宿,长沙,长沙,何军,TR-E013-01
EXP-0346,E013,采购,meal,2026-07-18,2026-07-20,96,CNY,地方风味,INV-6346,P-D,A200,长沙餐饮,长沙,长沙,何军,TR-E013-01
EXP-0347,E013,采购,hotel,2026-07-19,2026-07-21,420,CNY,锦江都城,INV-6347,P-D,A200,长沙住宿,长沙,长沙,何军,TR-E013-01
EXP-0348,E013,采购,meal,2026-07-19,2026-07-23,88,CNY,园区餐厅,INV-6348,P-D,A200,长沙餐饮,长沙,长沙,何军,TR-E013-01
EXP-0349,E013,采购,taxi,2026-07-19,2026-07-21,60,CNY,机场快线,INV-6349,P-D,A200,长沙市内交通,长沙,长沙,何军,TR-E013-01
EXP-0350,E013,采购,hotel,2026-07-20,2026-07-21,600,CNY,星海酒店,INV-6350,P-D,A200,长沙住宿,长沙,长沙,何军,TR-E013-01
EXP-0351,E013,采购,meal,2026-07-20,2026-07-23,120,CNY,商务套餐,INV-6351,P-D,A200,长沙餐饮,长沙,长沙,何军,TR-E013-01
EXP-0352,E013,采购,travel,2026-08-30,2026-08-31,2100,CNY,航空平台,INV-6352,P-F,A200,现场支持-杭州往返交通,武汉,杭州,何军,TR-E013-02
EXP-0353,E013,采购,hotel,2026-08-30,2026-09-01,520,CNY,如家精选,INV-6353,P-F,A200,杭州住宿,杭州,杭州,何军,TR-E013-02
EXP-0354,E013,采购,meal,2026-08-30,2026-09-02,88,CNY,快餐连锁,INV-6354,P-F,A200,杭州餐饮,杭州,杭州,何军,TR-E013-02
EXP-0355,E013,采购,taxi,2026-08-30,2026-08-31,120,CNY,网约车平台,INV-6355,P-F,A200,杭州市内交通,杭州,杭州,何军,TR-E013-02
EXP-0356,E013,采购,hotel,2026-08-31,2026-09-03,420,CNY,如家精选,INV-6356,P-F,A200,杭州住宿,杭州,杭州,何军,TR-E013-02
EXP-0357,E013,采购,meal,2026-08-31,2026-09-01,150,CNY,地方风味,INV-6357,P-F,A200,杭州餐饮,杭州,杭州,何军,TR-E013-02
EXP-0358,E013,采购,hotel,2026-09-01,2026-09-04,560,CNY,亚朵酒店,INV-6358,P-F,A200,杭州住宿,杭州,杭州,何军,TR-E013-02
EXP-0359,E013,采购,meal,2026-09-01,2026-09-04,68,CNY,地方风味,INV-6359,P-F,A200,杭州餐饮,杭州,杭州,何军,TR-E013-02
EXP-0360,E013,采购,taxi,2026-09-01,2026-09-03,60,CNY,网约车平台,INV-6360,P-F,A200,杭州市内交通,杭州,杭州,何军,TR-E013-02
EXP-0361,E013,采购,hotel,2026-09-02,2026-09-05,600,CNY,锦江都城,INV-6361,P-F,A200,杭州住宿,杭州,杭州,何军,TR-E013-02
EXP-0362,E013,采购,meal,2026-09-02,2026-09-05,120,CNY,商务套餐,INV-6362,P-F,A200,杭州餐饮,杭州,杭州,何军,TR-E013-02
EXP-0363,E013,采购,taxi,2026-09-02,2026-09-06,60,CNY,城市出行,INV-6363,P-F,A200,杭州市内交通,杭州,杭州,何军,TR-E013-02
EXP-0364,E013,采购,travel,2026-07-02,2026-07-03,1450,CNY,航空平台,INV-6364,P-C,A200,供应商洽谈-深圳往返交通,武汉,深圳,何军,TR-E013-03
EXP-0365,E013,采购,hotel,2026-07-02,2026-07-05,560,CNY,星海酒店,INV-6365,P-C,A200,深圳住宿,深圳,深圳,何军,TR-E013-03
EXP-0366,E013,采购,meal,2026-07-02,2026-07-03,150,CNY,老地方酒楼,INV-6366,P-C,A200,深圳餐饮,深圳,深圳,何军,TR-E013-03
EXP-0367,E013,采购,hotel,2026-07-03,2026-07-06,600,CNY,星海酒店,INV-6367,P-C,A200,深圳住宿,深圳,深圳,何军,TR-E013-03
EXP-0368,E013,采购,meal,2026-07-03,2026-07-04,120,CNY,快餐连锁,INV-6368,P-C,A200,深圳餐饮,深圳,深圳,何军,TR-E013-03
EXP-0369,E013,采购,taxi,2026-07-03,2026-07-07,60,CNY,出租公司,INV-6369,P-C,A200,深圳市内交通,深圳,深圳,何军,TR-E013-03
EXP-0370,E014,市场,travel,2026-06-11,2026-06-14,980,CNY,铁路平台,INV-6370,P-H,A500,行业会议-长沙往返交通,南京,长沙,许婷,TR-E014-01
EXP-0371,E014,市场,hotel,2026-06-11,2026-06-15,480,CNY,如家精选,INV-6371,P-H,A500,长沙住宿,长沙,长沙,许婷,TR-E014-01
EXP-0372,E014,市场,meal,2026-06-11,2026-06-14,150,CNY,园区餐厅,INV-6372,P-H,A500,长沙餐饮,长沙,长沙,许婷,TR-E014-01
EXP-0373,E014,市场,hotel,2026-06-12,2026-06-16,680,CNY,云栖酒店,INV-6373,P-H,A500,长沙住宿,长沙,长沙,许婷,TR-E014-01
EXP-0374,E014,市场,meal,2026-06-12,2026-06-16,150,CNY,商务套餐,INV-6374,P-H,A500,长沙餐饮,长沙,长沙,许婷,TR-E014-01
EXP-0375,E014,市场,taxi,2026-06-12,2026-06-15,45,CNY,城市出行,INV-6375,P-H,A500,长沙市内交通,长沙,长沙,许婷,TR-E014-01
EXP-0376,E014,市场,hotel,2026-06-13,2026-06-16,560,CNY,星海酒店,INV-6376,P-H,A500,长沙住宿,长沙,长沙,许婷,TR-E014-01
EXP-0377,E014,市场,meal,2026-06-13,2026-06-14,88,CNY,商务套餐,INV-6377,P-H,A500,长沙餐饮,长沙,长沙,许婷,TR-E014-01
EXP-0378,E014,市场,hotel,2026-06-14,2026-06-16,560,CNY,凯越商务酒店,INV-6378,P-H,A500,长沙住宿,长沙,长沙,许婷,TR-E014-01
EXP-0379,E014,市场,meal,2026-06-14,2026-06-17,120,CNY,园区餐厅,INV-6379,P-H,A500,长沙餐饮,长沙,长沙,许婷,TR-E014-01
EXP-0380,E014,市场,taxi,2026-06-14,2026-06-17,60,CNY,机场快线,INV-6380,P-H,A500,长沙市内交通,长沙,长沙,许婷,TR-E014-01
EXP-0381,E014,市场,travel,2026-08-21,2026-08-23,1650,CNY,航空平台,INV-6381,P-B,A500,现场支持-北京往返交通,南京,北京,许婷,TR-E014-02
EXP-0382,E014,市场,hotel,2026-08-21,2026-08-22,680,CNY,星海酒店,INV-6382,P-B,A500,北京住宿,北京,北京,许婷,TR-E014-02
EXP-0383,E014,市场,meal,2026-08-21,2026-08-22,68,CNY,园区餐厅,INV-6383,P-B,A500,北京餐饮,北京,北京,许婷,TR-E014-02
EXP-0384,E014,市场,taxi,2026-08-21,2026-08-25,45,CNY,网约车平台,INV-6384,P-B,A500,北京市内交通,北京,北京,许婷,TR-E014-02
EXP-0385,E014,市场,hotel,2026-08-22,2026-08-25,480,CNY,云栖酒店,INV-6385,P-B,A500,北京住宿,北京,北京,许婷,TR-E014-02
EXP-0386,E014,市场,meal,2026-08-22,2026-08-24,68,CNY,商务套餐,INV-6386,P-B,A500,北京餐饮,北京,北京,许婷,TR-E014-02
EXP-0387,E014,市场,taxi,2026-08-22,2026-08-23,88,CNY,机场快线,INV-6387,P-B,A500,北京市内交通,北京,北京,许婷,TR-E014-02
EXP-0388,E014,市场,hotel,2026-08-23,2026-08-24,680,CNY,云栖酒店,INV-6388,P-B,A500,北京住宿,北京,北京,许婷,TR-E014-02
EXP-0389,E014,市场,meal,2026-08-23,2026-08-25,88,CNY,园区餐厅,INV-6389,P-B,A500,北京餐饮,北京,北京,许婷,TR-E014-02
EXP-0390,E014,市场,taxi,2026-08-23,2026-08-27,35,CNY,出租公司,INV-6390,P-B,A500,北京市内交通,北京,北京,许婷,TR-E014-02
EXP-0391,E014,市场,travel,2026-08-20,2026-08-23,1450,CNY,航空平台,INV-6391,P-A,A500,行业会议-西安往返交通,南京,西安,许婷,TR-E014-03
EXP-0392,E014,市场,hotel,2026-08-20,2026-08-22,520,CNY,亚朵酒店,INV-6392,P-A,A500,西安住宿,西安,西安,许婷,TR-E014-03
EXP-0393,E014,市场,meal,2026-08-20,2026-08-21,150,CNY,商务套餐,INV-6393,P-A,A500,西安餐饮,西安,西安,许婷,TR-E014-03
EXP-0394,E014,市场,hotel,2026-08-21,2026-08-25,420,CNY,星海酒店,INV-6394,P-A,A500,西安住宿,西安,西安,许婷,TR-E014-03
EXP-0395,E014,市场,meal,2026-08-21,2026-08-23,88,CNY,快餐连锁,INV-6395,P-A,A500,西安餐饮,西安,西安,许婷,TR-E014-03
EXP-0396,E014,市场,taxi,2026-08-21,2026-08-22,60,CNY,网约车平台,INV-6396,P-A,A500,西安市内交通,西安,西安,许婷,TR-E014-03
EXP-0397,E014,市场,hotel,2026-08-22,2026-08-23,560,CNY,凯越商务酒店,INV-6397,P-A,A500,西安住宿,西安,西安,许婷,TR-E014-03
EXP-0398,E014,市场,meal,2026-08-22,2026-08-23,68,CNY,快餐连锁,INV-6398,P-A,A500,西安餐饮,西安,西安,许婷,TR-E014-03
EXP-0399,E014,市场,taxi,2026-08-22,2026-08-25,60,CNY,出租公司,INV-6399,P-A,A500,西安市内交通,西安,西安,许婷,TR-E014-03
EXP-0400,E014,市场,travel,2026-06-13,2026-06-16,2380,CNY,航空平台,INV-6400,P-G,A500,客户拜访-西安往返交通,南京,西安,许婷,TR-E014-04
EXP-0401,E014,市场,hotel,2026-06-13,2026-06-14,480,CNY,锦江都城,INV-6401,P-G,A500,西安住宿,西安,西安,许婷,TR-E014-04
EXP-0402,E014,市场,meal,2026-06-13,2026-06-16,68,CNY,园区餐厅,INV-6402,P-G,A500,西安餐饮,西安,西安,许婷,TR-E014-04
EXP-0403,E014,市场,taxi,2026-06-13,2026-06-17,60,CNY,机场快线,INV-6403,P-G,A500,西安市内交通,西安,西安,许婷,TR-E014-04
EXP-0404,E014,市场,hotel,2026-06-14,2026-06-17,680,CNY,凯越商务酒店,INV-6404,P-G,A500,西安住宿,西安,西安,许婷,TR-E014-04
EXP-0405,E014,市场,meal,2026-06-14,2026-06-15,68,CNY,快餐连锁,INV-6405,P-G,A500,西安餐饮,西安,西安,许婷,TR-E014-04
EXP-0406,E014,市场,taxi,2026-06-14,2026-06-16,35,CNY,机场快线,INV-6406,P-G,A500,西安市内交通,西安,西安,许婷,TR-E014-04
EXP-0407,E014,市场,hotel,2026-06-15,2026-06-18,420,CNY,亚朵酒店,INV-6407,P-G,A500,西安住宿,西安,西安,许婷,TR-E014-04
EXP-0408,E014,市场,meal,2026-06-15,2026-06-17,96,CNY,商务套餐,INV-6408,P-G,A500,西安餐饮,西安,西安,许婷,TR-E014-04
EXP-0409,E014,市场,taxi,2026-06-15,2026-06-18,60,CNY,机场快线,INV-6409,P-G,A500,西安市内交通,西安,西安,许婷,TR-E014-04
EXP-0410,E015,研发,travel,2026-08-01,2026-08-02,980,CNY,铁路平台,INV-6410,P-B,A300,行业会议-广州往返交通,西安,广州,邓超,TR-E015-01
EXP-0411,E015,研发,hotel,2026-08-01,2026-08-05,480,CNY,亚朵酒店,INV-6411,P-B,A300,广州住宿,广州,广州,邓超,TR-E015-01
EXP-0412,E015,研发,meal,2026-08-01,2026-08-03,88,CNY,商务套餐,INV-6412,P-B,A300,广州餐饮,广州,广州,邓超,TR-E015-01
EXP-0413,E015,研发,hotel,2026-08-02,2026-08-03,680,CNY,如家精选,INV-6413,P-B,A300,广州住宿,广州,广州,邓超,TR-E015-01
EXP-0414,E015,研发,meal,2026-08-02,2026-08-03,150,CNY,园区餐厅,INV-6414,P-B,A300,广州餐饮,广州,广州,邓超,TR-E015-01
EXP-0415,E015,研发,taxi,2026-08-02,2026-08-03,45,CNY,机场快线,INV-6415,P-B,A300,广州市内交通,广州,广州,邓超,TR-E015-01
EXP-0416,E015,研发,hotel,2026-08-03,2026-08-04,480,CNY,锦江都城,INV-6416,P-B,A300,广州住宿,广州,广州,邓超,TR-E015-01
EXP-0417,E015,研发,meal,2026-08-03,2026-08-06,96,CNY,商务套餐,INV-6417,P-B,A300,广州餐饮,广州,广州,邓超,TR-E015-01
EXP-0418,E015,研发,taxi,2026-08-03,2026-08-07,88,CNY,城市出行,INV-6418,P-B,A300,广州市内交通,广州,广州,邓超,TR-E015-01
EXP-0419,E015,研发,hotel,2026-08-04,2026-08-06,480,CNY,亚朵酒店,INV-6419,P-B,A300,广州住宿,广州,广州,邓超,TR-E015-01
EXP-0420,E015,研发,meal,2026-08-04,2026-08-06,150,CNY,园区餐厅,INV-6420,P-B,A300,广州餐饮,广州,广州,邓超,TR-E015-01
EXP-0421,E015,研发,travel,2026-08-01,2026-08-03,980,CNY,铁路平台,INV-6421,P-F,A300,行业会议-长沙往返交通,西安,长沙,邓超,TR-E015-02
EXP-0422,E015,研发,hotel,2026-08-01,2026-08-04,480,CNY,如家精选,INV-6422,P-F,A300,长沙住宿,长沙,长沙,邓超,TR-E015-02
EXP-0423,E015,研发,meal,2026-08-01,2026-08-02,96,CNY,园区餐厅,INV-6423,P-F,A300,长沙餐饮,长沙,长沙,邓超,TR-E015-02
EXP-0424,E015,研发,hotel,2026-08-02,2026-08-03,520,CNY,锦江都城,INV-6424,P-F,A300,长沙住宿,长沙,长沙,邓超,TR-E015-02
EXP-0425,E015,研发,meal,2026-08-02,2026-08-06,150,CNY,老地方酒楼,INV-6425,P-F,A300,长沙餐饮,长沙,长沙,邓超,TR-E015-02
EXP-0426,E015,研发,travel,2026-08-16,2026-08-19,2380,CNY,铁路平台,INV-6426,P-F,A300,行业会议-青岛往返交通,西安,青岛,邓超,TR-E015-03
EXP-0427,E015,研发,hotel,2026-08-16,2026-08-17,560,CNY,凯越商务酒店,INV-6427,P-F,A300,青岛住宿,青岛,青岛,邓超,TR-E015-03
EXP-0428,E015,研发,meal,2026-08-16,2026-08-17,150,CNY,园区餐厅,INV-6428,P-F,A300,青岛餐饮,青岛,青岛,邓超,TR-E015-03
EXP-0429,E015,研发,taxi,2026-08-16,2026-08-19,88,CNY,机场快线,INV-6429,P-F,A300,青岛市内交通,青岛,青岛,邓超,TR-E015-03
EXP-0430,E015,研发,hotel,2026-08-17,2026-08-19,680,CNY,亚朵酒店,INV-6430,P-F,A300,青岛住宿,青岛,青岛,邓超,TR-E015-03
EXP-0431,E015,研发,meal,2026-08-17,2026-08-18,150,CNY,地方风味,INV-6431,P-F,A300,青岛餐饮,青岛,青岛,邓超,TR-E015-03
EXP-0432,E015,研发,taxi,2026-08-17,2026-08-20,60,CNY,机场快线,INV-6432,P-F,A300,青岛市内交通,青岛,青岛,邓超,TR-E015-03
EXP-0433,E015,研发,travel,2026-08-29,2026-09-02,980,CNY,铁路平台,INV-6433,P-A,A300,供应商洽谈-青岛往返交通,西安,青岛,邓超,TR-E015-04
EXP-0434,E015,研发,hotel,2026-08-29,2026-09-01,480,CNY,星海酒店,INV-6434,P-A,A300,青岛住宿,青岛,青岛,邓超,TR-E015-04
EXP-0435,E015,研发,meal,2026-08-29,2026-09-01,68,CNY,园区餐厅,INV-6435,P-A,A300,青岛餐饮,青岛,青岛,邓超,TR-E015-04
EXP-0436,E015,研发,taxi,2026-08-29,2026-09-01,45,CNY,网约车平台,INV-6436,P-A,A300,青岛市内交通,青岛,青岛,邓超,TR-E015-04
EXP-0437,E015,研发,hotel,2026-08-30,2026-09-03,480,CNY,星海酒店,INV-6437,P-A,A300,青岛住宿,青岛,青岛,邓超,TR-E015-04
EXP-0438,E015,研发,meal,2026-08-30,2026-09-01,150,CNY,商务套餐,INV-6438,P-A,A300,青岛餐饮,青岛,青岛,邓超,TR-E015-04
EXP-0439,E015,研发,hotel,2026-08-31,2026-09-02,600,CNY,云栖酒店,INV-6439,P-A,A300,青岛住宿,青岛,青岛,邓超,TR-E015-04
EXP-0440,E015,研发,meal,2026-08-31,2026-09-02,88,CNY,老地方酒楼,INV-6440,P-A,A300,青岛餐饮,青岛,青岛,邓超,TR-E015-04
EXP-0441,E015,研发,taxi,2026-08-31,2026-09-01,45,CNY,出租公司,INV-6441,P-A,A300,青岛市内交通,青岛,青岛,邓超,TR-E015-04
EXP-0442,E015,研发,hotel,2026-09-01,2026-09-04,680,CNY,云栖酒店,INV-6442,P-A,A300,青岛住宿,青岛,青岛,邓超,TR-E015-04
EXP-0443,E015,研发,meal,2026-09-01,2026-09-03,96,CNY,商务套餐,INV-6443,P-A,A300,青岛餐饮,青岛,青岛,邓超,TR-E015-04
EXP-0444,E015,研发,taxi,2026-09-01,2026-09-04,45,CNY,机场快线,INV-6444,P-A,A300,青岛市内交通,青岛,青岛,邓超,TR-E015-04
EXP-0445,E016,服务,travel,2026-09-07,2026-09-08,1650,CNY,铁路平台,INV-6445,P-C,A600,行业会议-北京往返交通,重庆,北京,萧雨,TR-E016-01
EXP-0446,E016,服务,hotel,2026-09-07,2026-09-11,600,CNY,锦江都城,INV-6446,P-C,A600,北京住宿,北京,北京,萧雨,TR-E016-01
EXP-0447,E016,服务,meal,2026-09-07,2026-09-08,150,CNY,老地方酒楼,INV-6447,P-C,A600,北京餐饮,北京,北京,萧雨,TR-E016-01
EXP-0448,E016,服务,taxi,2026-09-07,2026-09-08,88,CNY,出租公司,INV-6448,P-C,A600,北京市内交通,北京,北京,萧雨,TR-E016-01
EXP-0449,E016,服务,hotel,2026-09-08,2026-09-11,600,CNY,锦江都城,INV-6449,P-C,A600,北京住宿,北京,北京,萧雨,TR-E016-01
EXP-0450,E016,服务,meal,2026-09-08,2026-09-10,150,CNY,老地方酒楼,INV-6450,P-C,A600,北京餐饮,北京,北京,萧雨,TR-E016-01
EXP-0451,E016,服务,hotel,2026-09-09,2026-09-11,480,CNY,星海酒店,INV-6451,P-C,A600,北京住宿,北京,北京,萧雨,TR-E016-01
EXP-0452,E016,服务,meal,2026-09-09,2026-09-13,96,CNY,地方风味,INV-6452,P-C,A600,北京餐饮,北京,北京,萧雨,TR-E016-01
EXP-0453,E016,服务,hotel,2026-09-10,2026-09-14,600,CNY,如家精选,INV-6453,P-C,A600,北京住宿,北京,北京,萧雨,TR-E016-01
EXP-0454,E016,服务,meal,2026-09-10,2026-09-13,96,CNY,快餐连锁,INV-6454,P-C,A600,北京餐饮,北京,北京,萧雨,TR-E016-01
EXP-0455,E016,服务,travel,2026-06-07,2026-06-08,2100,CNY,铁路平台,INV-6455,P-E,A600,供应商洽谈-上海往返交通,重庆,上海,萧雨,TR-E016-02
EXP-0456,E016,服务,hotel,2026-06-07,2026-06-08,600,CNY,亚朵酒店,INV-6456,P-E,A600,上海住宿,上海,上海,萧雨,TR-E016-02
EXP-0457,E016,服务,meal,2026-06-07,2026-06-10,88,CNY,快餐连锁,INV-6457,P-E,A600,上海餐饮,上海,上海,萧雨,TR-E016-02
EXP-0458,E016,服务,hotel,2026-06-08,2026-06-10,560,CNY,如家精选,INV-6458,P-E,A600,上海住宿,上海,上海,萧雨,TR-E016-02
EXP-0459,E016,服务,meal,2026-06-08,2026-06-09,150,CNY,快餐连锁,INV-6459,P-E,A600,上海餐饮,上海,上海,萧雨,TR-E016-02
EXP-0460,E016,服务,taxi,2026-06-08,2026-06-10,60,CNY,网约车平台,INV-6460,P-E,A600,上海市内交通,上海,上海,萧雨,TR-E016-02
EXP-0461,E016,服务,travel,2026-07-12,2026-07-14,1280,CNY,铁路平台,INV-6461,P-A,A600,现场支持-青岛往返交通,重庆,青岛,萧雨,TR-E016-03
EXP-0462,E016,服务,hotel,2026-07-12,2026-07-13,420,CNY,亚朵酒店,INV-6462,P-A,A600,青岛住宿,青岛,青岛,萧雨,TR-E016-03
EXP-0463,E016,服务,meal,2026-07-12,2026-07-16,68,CNY,地方风味,INV-6463,P-A,A600,青岛餐饮,青岛,青岛,萧雨,TR-E016-03
EXP-0464,E016,服务,taxi,2026-07-12,2026-07-13,35,CNY,城市出行,INV-6464,P-A,A600,青岛市内交通,青岛,青岛,萧雨,TR-E016-03
EXP-0465,E016,服务,hotel,2026-07-13,2026-07-15,560,CNY,亚朵酒店,INV-6465,P-A,A600,青岛住宿,青岛,青岛,萧雨,TR-E016-03
EXP-0466,E016,服务,meal,2026-07-13,2026-07-16,88,CNY,园区餐厅,INV-6466,P-A,A600,青岛餐饮,青岛,青岛,萧雨,TR-E016-03
EXP-0467,E016,服务,taxi,2026-07-13,2026-07-16,120,CNY,网约车平台,INV-6467,P-A,A600,青岛市内交通,青岛,青岛,萧雨,TR-E016-03
EXP-0468,E016,服务,hotel,2026-07-14,2026-07-17,680,CNY,亚朵酒店,INV-6468,P-A,A600,青岛住宿,青岛,青岛,萧雨,TR-E016-03
EXP-0469,E016,服务,meal,2026-07-14,2026-07-17,68,CNY,老地方酒楼,INV-6469,P-A,A600,青岛餐饮,青岛,青岛,萧雨,TR-E016-03
EXP-0470,E016,服务,taxi,2026-07-14,2026-07-15,60,CNY,城市出行,INV-6470,P-A,A600,青岛市内交通,青岛,青岛,萧雨,TR-E016-03
EXP-0471,E016,服务,hotel,2026-07-15,2026-07-19,480,CNY,云栖酒店,INV-6471,P-A,A600,青岛住宿,青岛,青岛,萧雨,TR-E016-03
EXP-0472,E016,服务,meal,2026-07-15,2026-07-16,120,CNY,老地方酒楼,INV-6472,P-A,A600,青岛餐饮,青岛,青岛,萧雨,TR-E016-03
EXP-0473,E016,服务,taxi,2026-07-15,2026-07-18,120,CNY,城市出行,INV-6473,P-A,A600,青岛市内交通,青岛,青岛,萧雨,TR-E016-03
EXP-0474,E017,运营,travel,2026-06-23,2026-06-26,980,CNY,航空平台,INV-6474,P-C,A700,项目交付-南京往返交通,苏州,南京,曾辉,TR-E017-01
EXP-0475,E017,运营,hotel,2026-06-23,2026-06-27,420,CNY,星海酒店,INV-6475,P-C,A700,南京住宿,南京,南京,曾辉,TR-E017-01
EXP-0476,E017,运营,meal,2026-06-23,2026-06-24,150,CNY,老地方酒楼,INV-6476,P-C,A700,南京餐饮,南京,南京,曾辉,TR-E017-01
EXP-0477,E017,运营,hotel,2026-06-24,2026-06-26,480,CNY,星海酒店,INV-6477,P-C,A700,南京住宿,南京,南京,曾辉,TR-E017-01
EXP-0478,E017,运营,meal,2026-06-24,2026-06-26,96,CNY,商务套餐,INV-6478,P-C,A700,南京餐饮,南京,南京,曾辉,TR-E017-01
EXP-0479,E017,运营,taxi,2026-06-24,2026-06-25,45,CNY,城市出行,INV-6479,P-C,A700,南京市内交通,南京,南京,曾辉,TR-E017-01
EXP-0480,E017,运营,travel,2026-07-24,2026-07-25,1280,CNY,航空平台,INV-6480,P-G,A700,市场调研-北京往返交通,苏州,北京,曾辉,TR-E017-02
EXP-0481,E017,运营,hotel,2026-07-24,2026-07-25,600,CNY,锦江都城,INV-6481,P-G,A700,北京住宿,北京,北京,曾辉,TR-E017-02
EXP-0482,E017,运营,meal,2026-07-24,2026-07-28,68,CNY,快餐连锁,INV-6482,P-G,A700,北京餐饮,北京,北京,曾辉,TR-E017-02
EXP-0483,E017,运营,taxi,2026-07-24,2026-07-25,45,CNY,网约车平台,INV-6483,P-G,A700,北京市内交通,北京,北京,曾辉,TR-E017-02
EXP-0484,E017,运营,hotel,2026-07-25,2026-07-29,560,CNY,锦江都城,INV-6484,P-G,A700,北京住宿,北京,北京,曾辉,TR-E017-02
EXP-0485,E017,运营,meal,2026-07-25,2026-07-28,120,CNY,地方风味,INV-6485,P-G,A700,北京餐饮,北京,北京,曾辉,TR-E017-02
EXP-0486,E017,运营,hotel,2026-07-26,2026-07-28,420,CNY,凯越商务酒店,INV-6486,P-G,A700,北京住宿,北京,北京,曾辉,TR-E017-02
EXP-0487,E017,运营,meal,2026-07-26,2026-07-30,88,CNY,快餐连锁,INV-6487,P-G,A700,北京餐饮,北京,北京,曾辉,TR-E017-02
EXP-0488,E017,运营,hotel,2026-07-27,2026-07-30,600,CNY,如家精选,INV-6488,P-G,A700,北京住宿,北京,北京,曾辉,TR-E017-02
EXP-0489,E017,运营,meal,2026-07-27,2026-07-28,68,CNY,园区餐厅,INV-6489,P-G,A700,北京餐饮,北京,北京,曾辉,TR-E017-02
EXP-0490,E017,运营,taxi,2026-07-27,2026-07-31,120,CNY,城市出行,INV-6490,P-G,A700,北京市内交通,北京,北京,曾辉,TR-E017-02
EXP-0491,E017,运营,travel,2026-08-30,2026-09-02,760,CNY,航空平台,INV-6491,P-F,A700,客户拜访-青岛往返交通,苏州,青岛,曾辉,TR-E017-03
EXP-0492,E017,运营,hotel,2026-08-30,2026-09-03,520,CNY,亚朵酒店,INV-6492,P-F,A700,青岛住宿,青岛,青岛,曾辉,TR-E017-03
EXP-0493,E017,运营,meal,2026-08-30,2026-09-01,68,CNY,地方风味,INV-6493,P-F,A700,青岛餐饮,青岛,青岛,曾辉,TR-E017-03
EXP-0494,E017,运营,taxi,2026-08-30,2026-09-02,35,CNY,出租公司,INV-6494,P-F,A700,青岛市内交通,青岛,青岛,曾辉,TR-E017-03
EXP-0495,E017,运营,hotel,2026-08-31,2026-09-01,420,CNY,凯越商务酒店,INV-6495,P-F,A700,青岛住宿,青岛,青岛,曾辉,TR-E017-03
EXP-0496,E017,运营,meal,2026-08-31,2026-09-01,88,CNY,地方风味,INV-6496,P-F,A700,青岛餐饮,青岛,青岛,曾辉,TR-E017-03
EXP-0497,E017,运营,taxi,2026-08-31,2026-09-04,88,CNY,城市出行,INV-6497,P-F,A700,青岛市内交通,青岛,青岛,曾辉,TR-E017-03
EXP-0498,E017,运营,hotel,2026-09-01,2026-09-03,600,CNY,如家精选,INV-6498,P-F,A700,青岛住宿,青岛,青岛,曾辉,TR-E017-03
EXP-0499,E017,运营,meal,2026-09-01,2026-09-05,96,CNY,地方风味,INV-6499,P-F,A700,青岛餐饮,青岛,青岛,曾辉,TR-E017-03
